Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Angola,AGO,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,206040000,213430000,335560000,412470000,364870000,303260000,294650000,314280000,279980000,173630000,201610000,168930000,176670000,186800000,166820000,139710000,162470000,174260000,141690000,129720000,120510000,,
Albania,ALB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,161500000,137320000,106090000,112470000,111310000,150230000,150360000,147830000,193080000,172980000,161950000,166440000,148380000,143560000,168370000,113400000,137340000,130230000,182420000,148480000,210380000,,
Andorra,AND,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,170000,280000,360000,450000,950000,,,,,,,,,,,,,,,,,,
Argentina,ARG,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,38190000,33170000,60600000,41550000,32890000,25230000,42980000,61550000,65650000,56180000,36520000,68830000,40220000,33880000,31190000,32150000,35170000,30140000,32320000,39460000,45830000,,
Armenia,ARM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,61390000,43490000,72190000,55840000,65620000,66100000,58260000,128710000,133720000,136280000,159090000,237400000,127500000,122910000,109280000,112740000,132280000,77840000,96480000,91320000,171990000,,
American Samoa,ASM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,3260000,4060000,8980000,2500000,2230000,7670000,3520000,5340000,4100000,1540000,19420000,15150000,1100000,2090000,2670000,2250000,7020000,10490000,3910000,22960000,18390000,,
Australia,AUS,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,51950000,49760000,67580000,54780000,59900000,81090000,59590000,108370000,106980000,92710000,86870000,106450000,89670000,106280000,102620000,62380000,54890000,53130000,48460000,44790000,25180000,,
Burundi,BDI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,59520000,134350000,128250000,172620000,258820000,292650000,352500000,441780000,434280000,832220000,521540000,474170000,426940000,463170000,395900000,325890000,719290000,430990000,444990000,535330000,474750000,,
Belgium,BEL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,151610000,151990000,142770000,204750000,333370000,223730000,1359440000,298950000,411320000,482880000,457510000,532840000,353220000,340320000,350960000,239500000,293940000,430170000,341730000,447270000,616000000,,
Burkina Faso,BFA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,217490000,225330000,258710000,369210000,419820000,440350000,1873560000,643160000,646050000,735350000,752730000,766100000,882400000,910670000,945760000,714870000,702990000,676760000,889440000,815080000,1191010000,,
Bangladesh,BGD,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,594920000,600880000,537160000,479500000,823940000,640300000,821380000,937680000,1740740000,908570000,1093110000,1121500000,1103570000,1348300000,1122680000,980140000,946640000,1143480000,1333560000,1525450000,1588610000,,
Bulgaria,BGR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,125990000,174010000,160930000,210800000,391730000,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,22120000,60320000,1430000,54970000,8660000,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,2170000,790000,280000,900000,1720000,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,571370000,432120000,325660000,318150000,291490000,278890000,300650000,424200000,271650000,210710000,232500000,215220000,230380000,263550000,332440000,259350000,198500000,252030000,230570000,290110000,289750000,,
Belarus,BLR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,23210000,23750000,19080000,18830000,24410000,32360000,43440000,60810000,81500000,70640000,103090000,89330000,76800000,72950000,74820000,55860000,56900000,52710000,55420000,54650000,82650000,,
Belize,BLZ,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,12650000,24320000,11130000,9850000,5730000,8920000,8800000,15100000,18210000,15350000,20210000,16770000,21510000,36590000,30100000,21110000,24940000,17160000,17500000,37620000,42110000,,
Bermuda,BMU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,60000,20000,20000,30000,90000,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,239730000,377640000,627750000,481610000,809080000,294910000,2081730000,415350000,424240000,427060000,502290000,393230000,311740000,297470000,255180000,212850000,228120000,254760000,239790000,207750000,223620000,,
Brazil,BRA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,63150000,88730000,85480000,95130000,96070000,110110000,101080000,165550000,203040000,202570000,182770000,216540000,250260000,861490000,253600000,279430000,317380000,212600000,255040000,172310000,279840000,,
Barbados,BRB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1550000,740000,1330000,1840000,3300000,2420000,3730000,11620000,6440000,9170000,13760000,,,,,,,,,,,,
Brunei Darussalam,BRN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,20900000,30310000,32300000,42010000,42820000,49470000,61170000,68220000,57560000,62890000,52260000,63140000,78240000,82680000,52380000,58620000,38820000,50340000,56600000,95660000,79610000,,
Botswana,BWA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,18100000,16600000,13640000,15150000,30510000,35910000,48740000,94860000,731410000,259500000,136940000,106260000,75260000,105110000,103560000,67890000,79770000,91310000,73000000,63110000,75990000,,
Central African Republic,CAF,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,56390000,58600000,45410000,34860000,86330000,63270000,157690000,149340000,232840000,354930000,237890000,258790000,208310000,201310000,497970000,451660000,460020000,444360000,547210000,680380000,721030000,,
Canada,CAN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,18400000,24720000,24600000,28220000,40870000,93410000,27780000,37940000,24130000,20380000,68390000,34580000,22250000,28610000,44050000,30100000,21960000,25350000,,,,,
China,CHN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,326690000,280400000,353670000,375290000,435790000,371820000,396890000,532500000,657760000,508440000,483800000,525440000,447420000,393730000,289270000,259290000,210270000,190160000,223270000,173370000,189320000,,
Cote d'Ivoire,CIV,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,238030000,214880000,672580000,285980000,223410000,158310000,199480000,239000000,736080000,1328770000,642270000,715590000,2734370000,1817300000,860110000,597690000,721180000,888770000,736280000,670250000,627480000,,
Cameroon,CMR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,233650000,309090000,406830000,802170000,607640000,338460000,3118090000,1823370000,872770000,376380000,360180000,446460000,319150000,355380000,333260000,310240000,329940000,428660000,470870000,534910000,578110000,,
"Congo, Dem. Rep.",COD,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,138550000,198290000,493480000,4846990000,1558010000,1115330000,1907480000,1211290000,1639380000,1962630000,3908670000,6976790000,2509640000,2250470000,2167280000,2478930000,1995230000,2207150000,2347310000,2605180000,2793710000,,
"Congo, Rep.",COG,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,31280000,34670000,60930000,33250000,77510000,1289030000,254450000,91650000,464370000,286920000,1365540000,303370000,122950000,131190000,96690000,89360000,75030000,86810000,81530000,84320000,112390000,,
Colombia,COL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,79530000,92710000,100670000,105890000,142960000,190420000,247770000,524680000,736990000,798760000,421510000,771280000,575050000,561750000,570660000,656740000,595730000,664060000,759570000,895720000,1092800000,,
Comoros,COM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,11330000,11150000,8170000,7430000,14180000,12590000,20130000,29330000,32350000,41520000,60390000,48860000,93450000,157720000,59030000,50890000,41200000,53840000,61180000,76940000,107390000,,
Cabo Verde,CPV,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,44310000,24340000,42420000,59280000,71560000,74980000,59270000,80780000,113570000,119440000,138970000,88570000,66130000,70840000,63670000,61570000,54310000,76370000,43630000,53300000,53350000,,
Costa Rica,CRI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,26850000,22070000,20400000,24500000,31770000,23850000,20840000,59290000,42200000,33140000,49230000,26260000,23360000,25990000,28060000,30920000,27640000,35880000,31280000,25310000,52100000,,
Caribbean small states,CSS,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,30020000,33350000,33810000,26700000,49380000,43140000,41370000,61400000,70110000,75700000,99420000,55640000,54600000,72130000,72960000,179840000,2243650000,327040000,154840000,103440000,110120000,,
Curacao,CUW,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,20000,-470000,10000,0,0,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5200000,-1450000,20940000,13650000,34230000,,,,,,,,,,,,,,,,,,
Czechia,CZE,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,93770000,92070000,127640000,225180000,242960000,,,,,,,,,,,,,,,,,,
Germany,DEU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,28740000,21880000,25180000,26470000,30770000,41540000,65420000,83010000,92300000,103910000,105760000,107620000,115340000,108880000,113920000,106940000,115070000,101320000,122260000,176850000,191360000,,
Dominica,DMA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5040000,8630000,21130000,2930000,17690000,6170000,16710000,19780000,20890000,24650000,26560000,22610000,10670000,12610000,9510000,5750000,14590000,18570000,30230000,46880000,38730000,,
Denmark,DNK,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,44550000,46540000,51100000,44360000,63570000,71010000,83930000,193400000,170440000,152680000,191670000,135590000,162730000,136750000,128850000,88620000,104890000,108120000,107750000,108270000,108060000,,
Algeria,DZA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,61180000,42560000,93340000,72570000,101410000,125320000,149690000,162300000,142270000,118650000,74560000,217380000,81910000,99280000,80490000,66860000,70030000,110130000,80060000,94110000,121970000,,
East Asia & Pacific (excluding high income),EAP,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,69010000,80250000,111980000,88270000,111890000,185620000,114810000,168410000,178520000,176380000,151760000,163670000,133830000,118550000,119770000,94540000,130010000,115420000,128200000,158200000,173290000,,
"Egypt, Arab Rep.",EGY,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1007480000,698640000,729730000,588050000,1437320000,878120000,677270000,1277910000,1612940000,901580000,647800000,419980000,564340000,3189570000,3546390000,746780000,769050000,301900000,362290000,466430000,417520000,,
Euro area,EMU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,106520000,151410000,120810000,205950000,191680000,238660000,88850000,117680000,110510000,127880000,147410000,108610000,74980000,84330000,82710000,91070000,55170000,72770000,82520000,334430000,59360000,,
Spain,ESP,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,50150000,45370000,49250000,73140000,120250000,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,426640000,449920000,566340000,1294370000,1491310000,1494820000,5611410000,2073730000,2868220000,2729760000,2643330000,2683390000,2412140000,2493980000,2323580000,2205700000,2441490000,2686820000,2971350000,3147410000,3583650000,,
European Union,EUU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,9590000,5300000,6100000,16960000,28290000,38130000,22500000,21920000,19770000,44590000,38240000,39050000,50730000,46670000,51020000,69590000,67920000,110160000,75770000,83820000,100710000,,
France,FRA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,90950000,129380000,103100000,104110000,78880000,97900000,98810000,106480000,86270000,115480000,58080000,125170000,133960000,118000000,112190000,77850000,44750000,92660000,96140000,90350000,165690000,,
Gabon,GAB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,39170000,35890000,55910000,85510000,33490000,47200000,22690000,31130000,28470000,56340000,57770000,59720000,25640000,26230000,25670000,28230000,24880000,25930000,20810000,13750000,18710000,,
United Kingdom,GBR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,59750000,77160000,72100000,84760000,138950000,109850000,144030000,237010000,626040000,528950000,372580000,352140000,310070000,324590000,288340000,252850000,248620000,319020000,315050000,253540000,377130000,,
Ghana,GHA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,227700000,312010000,424040000,543730000,1931070000,1029520000,5341110000,748620000,780050000,983410000,932880000,904110000,1060770000,768880000,579920000,772750000,635120000,638290000,713520000,616510000,749790000,,
Gibraltar,GIB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,690000,10000,10000,0,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,112190000,178370000,195660000,193510000,212010000,137140000,137830000,180860000,300460000,213530000,174050000,308690000,603650000,551090000,381790000,441490000,417110000,365250000,384440000,347330000,356210000,,
"Gambia, The",GMB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,21740000,18950000,25320000,23020000,34850000,26450000,33600000,268260000,57720000,82370000,95000000,102910000,96240000,84850000,77880000,51240000,67630000,174160000,145630000,146010000,214820000,,
Guinea-Bissau,GNB,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,51150000,47430000,47240000,117670000,51580000,52650000,81970000,102070000,112290000,135650000,249850000,94600000,67360000,100270000,96700000,75920000,179310000,87570000,87180000,85210000,87720000,,
Equatorial Guinea,GNQ,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,17860000,15400000,12460000,11590000,37900000,26060000,18310000,26570000,23450000,17240000,75880000,24010000,7860000,7540000,7280000,8990000,10440000,10240000,8420000,11250000,8460000,,
Greece,GRC,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,7440000,3500000,2570000,8740000,12510000,37410000,4480000,7080000,11720000,15190000,18750000,13380000,2110000,3280000,14000000,2990000,5580000,3700000,1280000,9920000,19510000,,
Greenland,GRL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,146540000,133700000,153050000,150010000,134170000,195560000,411160000,466460000,457990000,270200000,282770000,256700000,224980000,229110000,260100000,241020000,253090000,350180000,348310000,326420000,305680000,,
Guam,GUM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,47440000,49720000,26520000,17580000,89360000,91950000,340020000,63220000,108870000,98160000,98340000,98180000,59480000,50110000,139540000,21810000,59860000,26520000,45260000,76600000,41410000,,
High income,HIC,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,130000,-950000,420000,1010000,1690000,,,,,,,,,,,,,,,,,,
Honduras,HND,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,224900000,204190000,170920000,128930000,254810000,973280000,1591810000,308310000,410990000,259360000,277510000,179840000,201420000,190980000,214360000,239330000,237590000,237710000,306830000,288300000,276730000,,
